"tract","Name","Individual_Income_Excluding_Spouse_rP_gP_p25"
6037533701,"Maywood, CA",25359
6037530802,"Los Angeles, CA",25353
6037203100,"Northeast Los Angeles, Los Angeles, CA",25348
6037201504,"Northeast Los Angeles, Los Angeles, CA",25338
6037228310,"South Los Angeles, Los Angeles, CA",25338
6037703002,"Los Angeles, CA",25336
6037535804,"South Gate, CA",25333
6037267600,"Sawtelle, Los Angeles, CA",25329
6037532604,"Huntington Park, CA",25321
6037221302,"Central LA, Los Angeles, CA",25317
6037220100,"South Los Angeles, Los Angeles, CA",25309
6037701501,"Wilshire Montana, Santa Monica, CA",25298
6037532303,"South Montebello, Commerce, CA",25290
6037601502,"Inglewood, CA",25290
6037535607,"South Gate, CA",25281
6037239601,"South Los Angeles, Los Angeles, CA",25280
6037700502,"Central LA, West Hollywood, CA",25278
6037212410,"Central LA, Los Angeles, CA",25257
6037554103,"Bellflower, CA",25254
6037221402,"Central LA, Los Angeles, CA",25247
6037211310,"Central LA, Los Angeles, CA",25233
6037602509,"Hawthorne, CA",25228
6037205110,"Boyle Heights, Los Angeles, CA",25225
6037201110,"Northeast Los Angeles, Los Angeles, CA",25216
6037530204,"South Montebello, Montebello, CA",25212
6037553503,"Paramount, CA",25201
6037602104,"Hawthorne, CA",25198
6037540102,"Lynwood, CA",25196
6037532700,"South Los Angeles, Los Angeles, CA",25195
6037271901,"Mar Vista, Los Angeles, CA",25193
6037534002,"South Montebello, Bell Gardens, CA",25180
6037530902,"Los Angeles, CA",25157
6037139600,"Encino, Los Angeles, CA",25154
6037183221,"Northeast Los Angeles, Los Angeles, CA",25151
6037183701,"Highland Park, Los Angeles, CA",25139
6037217200,"Central LA, Los Angeles, CA",25138
6037191203,"Central LA, Los Angeles, CA",25134
6037530801,"Los Angeles, CA",25131
6037203720,"Boyle Heights, Los Angeles, CA",25131
6037222500,"South Los Angeles, Los Angeles, CA",25114
6037209300,"Central LA, Los Angeles, CA",25104
6037190202,"Central LA, Los Angeles, CA",25097
6037602403,"Hawthorne, CA",25096
6037231800,"South Figueroa Corridor, Los Angeles, CA",25078
6037534405,"Cudahy, CA",25078
6037199110,"Montecito Heights, Los Angeles, CA",25076
6037272201,"Mar Vista, Los Angeles, CA",25068
6037269601,"Central LA, Los Angeles, CA",25062
6037540201,"South Gate, CA",25056
6037535603,"South Gate, CA",25049
6037536000,"South Gate, CA",25049
6037201120,"Northeast Los Angeles, Los Angeles, CA",25033
6037208000,"Central LA, Los Angeles, CA",25031
6037531201,"Los Angeles, CA",25028
6037551102,"Downey, CA",24997
6037534202,"South Montebello, Bell Gardens, CA",24971
6037702600,"Culver City, CA",24965
6037221303,"Central LA, Los Angeles, CA",24959
6037204820,"Boyle Heights, Los Angeles, CA",24958
6037213402,"Central LA, Los Angeles, CA",24958
6037203300,"Northeast Los Angeles, Los Angeles, CA",24949
6037273700,"Venice, Los Angeles, CA",24947
6037276500,"Westchester, Los Angeles, CA",24945
6037602200,"Los Angeles, CA",24943
6037531202,"Los Angeles, CA",24918
6037183402,"Northeast Los Angeles, Los Angeles, CA",24893
6037211320,"Central LA, Los Angeles, CA",24893
6037603900,"Lawndale, CA",24880
6037275302,"Marina del Rey, CA",24880
6037276604,"Playa del Rey, Los Angeles, CA",24871
6037208904,"Central LA, Los Angeles, CA",24868
6037221500,"South Los Angeles, Los Angeles, CA",24843
6037212900,"Central LA, Los Angeles, CA",24834
6037540000,"Lynwood, CA",24831
6037533602,"Bell, CA",24815
6037532400,"Vernon, CA",24798
6037218701,"Central LA, Los Angeles, CA",24785
6037205120,"Central LA, Los Angeles, CA",24784
6037181500,"Northeast Los Angeles, Los Angeles, CA",24784
6037219300,"Jefferson, Los Angeles, CA",24777
6037204910,"Boyle Heights, Los Angeles, CA",24759
6037541700,"Lynwood, CA",24758
6037602105,"Hawthorne, CA",24754
6037218220,"Central LA, Los Angeles, CA",24753
6037221401,"Jefferson, Los Angeles, CA",24752
6037530302,"South Montebello, East Los Angeles, CA",24751
6037203600,"Boyle Heights, Los Angeles, CA",24750
6037701701,"Mid-City, Santa Monica, CA",24743
6037271902,"Mar Vista, Los Angeles, CA",24740
6037227010,"South Los Angeles, Los Angeles, CA",24740
6037535902,"South Gate, CA",24727
6037211202,"Central LA, Los Angeles, CA",24725
6037530901,"Los Angeles, CA",24725
6037531503,"East Los Angeles, CA",24724
6037702803,"Los Angeles, CA",24707
6037602002,"Hawthorne, CA",24704
6037532302,"South Montebello, Los Angeles, CA",24693
6037211122,"Central LA, Los Angeles, CA",24693
6037207501,"Downtown, Los Angeles, CA",24686
6037212303,"Central LA, Los Angeles, CA",24682
6037700700,"The Flats, Beverly Hills, CA",24666
6037221120,"Central LA, Los Angeles, CA",24662
6037533805,"Bell, CA",24659
6037191120,"Central LA, Los Angeles, CA",24626
6037221900,"South Los Angeles, Los Angeles, CA",24611
6037218110,"Central LA, Los Angeles, CA",24608
6037530202,"South Montebello, Montebello, CA",24605
6037271801,"Palms, Los Angeles, CA",24598
6037262501,"Pacific Palisades, Los Angeles, CA",24595
6037534900,"South Los Angeles, Los Angeles, CA",24591
6037540501,"Lynwood, CA",24591
6037195804,"Silver Lake, Los Angeles, CA",24585
6037219700,"Jefferson, Los Angeles, CA",24572
6037534803,"Huntington Park, CA",24569
6037224020,"South Los Angeles, Los Angeles, CA",24558
6037533402,"Maywood, CA",24553
6037275102,"Culver City, CA",24549
6037540203,"Lynwood, CA",24549
6037601501,"Inglewood, CA",24547
6037208902,"Central LA, Los Angeles, CA",24518
6037219902,"Los Angeles, CA",24517
6037533202,"Huntington Park, CA",24510
6037532900,"South Los Angeles, Los Angeles, CA",24500
6037531302,"Los Angeles, CA",24497
6037531101,"Los Angeles, CA",24491
6037601900,"Inglewood, CA",24441
6037204200,"Boyle Heights, Los Angeles, CA",24440
6037228600,"South Los Angeles, Los Angeles, CA",24440
6037212501,"Central LA, Los Angeles, CA",24434
6037195720,"Echo Park, Los Angeles, CA",24434
6037228420,"South Los Angeles, Los Angeles, CA",24427
6037226700,"South Los Angeles, Los Angeles, CA",24382
6037218300,"Central LA, Los Angeles, CA",24361
6037141304,"Sherman Oaks, Los Angeles, CA",24334
6037208302,"Central LA, Los Angeles, CA",24328
6037603001,"Gardena, CA",24328
6037219901,"Los Angeles, CA",24317
6037125401,"North Hollywood, Los Angeles, CA",24287
6037271802,"Palms, Los Angeles, CA",24286
6037541001,"Gardena, CA",24263
6037231300,"South Los Angeles, Los Angeles, CA",24258
6037236000,"Baldwin Hills, Los Angeles, CA",24256
6037601802,"Inglewood, CA",24253
6037540101,"Lynwood, CA",24233
6037190402,"Central LA, Los Angeles, CA",24229
6037291120,"Harbor, Gardena, CA",24228
6037221820,"Jefferson, Los Angeles, CA",24221
6037216800,"Central LA, Los Angeles, CA",24215
6037461600,"North Central, Pasadena, CA",24185
6037237101,"South Figueroa Corridor, Los Angeles, CA",24149
6037191204,"Central LA, Los Angeles, CA",24144
6037228100,"South Los Angeles, Los Angeles, CA",24132
6037530700,"Los Angeles, CA",24130
6037273200,"Venice, Los Angeles, CA",24119
6037203800,"Boyle Heights, Los Angeles, CA",24113
6037237202,"South Los Angeles, Los Angeles, CA",24099
6037262802,"Pacific Palisades, Santa Monica, CA",24087
6037219800,"Los Angeles, CA",24085
6037462301,"Pasadena, CA",24084
6037208720,"Central LA, Los Angeles, CA",24083
6037602003,"Inglewood, CA",24077
6037701100,"West Los Angeles, Los Angeles, CA",24069
6037229200,"South Los Angeles, Los Angeles, CA",24067
6037532002,"South Montebello, Montebello, CA",24065
6037212304,"Central LA, Los Angeles, CA",24063
6037535001,"South Los Angeles, Los Angeles, CA",24047
6037533603,"Bell, CA",24034
6037534102,"South Montebello, Bell Gardens, CA",24030
6037603005,"Gardena, CA",24027
6037269906,"Palms, Los Angeles, CA",23997
6037228500,"South Figueroa Corridor, Los Angeles, CA",23996
6037541801,"Lynwood, CA",23989
6037553601,"Paramount, CA",23984
6037209820,"Central LA, Los Angeles, CA",23982
6037203200,"Boyle Heights, Los Angeles, CA",23963
6037532603,"Huntington Park, CA",23963
6037535300,"South Los Angeles, Los Angeles, CA",23960
6037208903,"Central LA, Los Angeles, CA",23960
6037239602,"South Los Angeles, Los Angeles, CA",23918
6037462100,"North Central, Pasadena, CA",23911
6037600501,"Inglewood, CA",23892
6037222001,"Jefferson, Los Angeles, CA",23887
6037218702,"Jefferson, Los Angeles, CA",23883
6037191000,"Central LA, Los Angeles, CA",23848
6037237401,"South Los Angeles, Los Angeles, CA",23842
6037461901,"Pasadena, CA",23837
6037218500,"Central LA, Los Angeles, CA",23829
6037600902,"Inglewood, CA",23823
6037241300,"Harbor Gateway North, Los Angeles, CA",23806
6037238400,"South Los Angeles, Los Angeles, CA",23785
6037601211,"Inglewood, CA",23780
6037216700,"Central LA, Los Angeles, CA",23765
6037203900,"Boyle Heights, Los Angeles, CA",23737
6037602004,"Inglewood, CA",23726
6037551300,"Downey, CA",23716
6037224600,"South Figueroa Corridor, Los Angeles, CA",23714
6037269602,"Central LA, Los Angeles, CA",23713
6037980019,"Pacific Palisades, Los Angeles, CA",23711
6037531000,"Los Angeles, CA",23695
6037600304,"South Los Angeles, Los Angeles, CA",23684
6037206200,"Central LA, Los Angeles, CA",23667
6037533104,"Huntington Park, CA",23662
6037215101,"Central LA, Los Angeles, CA",23653
6037701802,"Pico, Santa Monica, CA",23643
6037272302,"Mar Vista, Los Angeles, CA",23635
6037553502,"Paramount, CA",23631
6037231600,"South Los Angeles, Los Angeles, CA",23613
6037269904,"Palms, Los Angeles, CA",23607
6037602900,"Gardena, CA",23595
6037530500,"East Los Angeles, CA",23592
6037232120,"South Los Angeles, Los Angeles, CA",23581
6037553602,"Paramount, CA",23576
6037533103,"Huntington Park, CA",23564
6037222002,"South Los Angeles, Los Angeles, CA",23547
6037541802,"Lynwood, CA",23526
6037228210,"South Los Angeles, Los Angeles, CA",23500
6037463700,"South Arroyo, Pasadena, CA",23490
6037232800,"South Figueroa Corridor, Los Angeles, CA",23483
6037550500,"Downey, CA",23483
6037602508,"Hawthorne, CA",23481
6037239502,"South Los Angeles, Los Angeles, CA",23479
6037531901,"South Montebello, East Los Angeles, CA",23473
6037603704,"Hawthorne, CA",23456
6037540502,"Lynwood, CA",23452
6037535101,"South Los Angeles, Los Angeles, CA",23424
6037218600,"Central LA, Los Angeles, CA",23413
6037219020,"South Los Angeles, Los Angeles, CA",23411
6037231900,"South Figueroa Corridor, Los Angeles, CA",23369
6037540400,"South Los Angeles, Los Angeles, CA",23359
6037530400,"Monterey Park, CA",23348
6037231210,"South Los Angeles, Los Angeles, CA",23336
6037228220,"South Los Angeles, Los Angeles, CA",23310
6037218210,"Central LA, Los Angeles, CA",23308
6037237720,"South Figueroa Corridor, Los Angeles, CA",23291
6037239802,"South Los Angeles, Los Angeles, CA",23286
6037531604,"East Los Angeles, CA",23234
6037601002,"Inglewood, CA",23206
6037534302,"Cudahy, CA",23203
6037270300,"Central LA, Los Angeles, CA",23199
6037228320,"South Los Angeles, Los Angeles, CA",23169
6037222600,"South Los Angeles, Los Angeles, CA",23164
6037229410,"South Los Angeles, Los Angeles, CA",23164
6037232110,"South Figueroa Corridor, Los Angeles, CA",23153
6037532200,"South Montebello, Montebello, CA",23109
6037600911,"Inglewood, CA",23095
6037227020,"South Los Angeles, Los Angeles, CA",23080
6037264103,"Brentwood, Los Angeles, CA",23068
6037264102,"Brentwood, Los Angeles, CA",23063
6037237800,"South Los Angeles, Los Angeles, CA",23050
6037462001,"North Central, Pasadena, CA",23034
6037240200,"South Los Angeles, Los Angeles, CA",23027
6037541604,"Compton, CA",23024
6037221304,"Central LA, Los Angeles, CA",23019
6037231500,"Leimert Park, Los Angeles, CA",23014
6037237402,"South Los Angeles, Los Angeles, CA",23012
6037277200,"Westchester, Los Angeles, CA",23009
6037219010,"South Los Angeles, Los Angeles, CA",22986
6037533300,"Maywood, CA",22980
6037239310,"South Los Angeles, Los Angeles, CA",22967
6037275200,"Los Angeles, CA",22966
6037269300,"Cheviot Hills, Los Angeles, CA",22955
6037231100,"South Los Angeles, Los Angeles, CA",22942
6037232700,"South Figueroa Corridor, Los Angeles, CA",22942
6037553702,"Paramount, CA",22923
6037143100,"Toluca Lake, Los Angeles, CA",22900
6037602801,"South Los Angeles, Los Angeles, CA",22900
6037195901,"Silver Lake, Los Angeles, CA",22899
6037267403,"West Los Angeles, Los Angeles, CA",22897
6037542601,"Compton, CA",22864
6037601801,"Inglewood, CA",22846
6037275311,"Los Angeles, CA",22806
6037234600,"Park Mesa Heights, Los Angeles, CA",22802
6037600502,"Inglewood, CA",22785
6037232500,"South Los Angeles, Los Angeles, CA",22781
6037239202,"South Los Angeles, Los Angeles, CA",22760
6037237102,"South Figueroa Corridor, Los Angeles, CA",22756
6037600201,"South Los Angeles, Los Angeles, CA",22695
6037239201,"South Los Angeles, Los Angeles, CA",22693
6037703200,"View Park, View Park-Windsor Hills, CA",22692
6037221810,"South Los Angeles, Los Angeles, CA",22682
6037273600,"Venice, Los Angeles, CA",22642
6037703100,"View Park, View Park-Windsor Hills, CA",22642
6037243000,"South Los Angeles, Los Angeles, CA",22609
6037240900,"South Los Angeles, Los Angeles, CA",22590
6037217100,"Central LA, Los Angeles, CA",22588
6037239320,"South Los Angeles, Los Angeles, CA",22565
6037553400,"Downey, CA",22542
6037232600,"South Los Angeles, Los Angeles, CA",22540
6037535102,"South Los Angeles, Los Angeles, CA",22513
6037462201,"Pasadena, CA",22510
6037228800,"Central Alameda, Los Angeles, CA",22499
6037602504,"Hawthorne, CA",22497
6037534101,"South Montebello, Bell Gardens, CA",22486
6037542000,"Compton, CA",22478
6037542602,"Compton, CA",22467
6037231400,"Leimert Park, Los Angeles, CA",22443
6037535200,"South Los Angeles, Los Angeles, CA",22408
6037241120,"South Los Angeles, Los Angeles, CA",22402
6037541606,"Compton, CA",22400
6037234800,"Park Mesa Heights, Los Angeles, CA",22366
6037207301,"Central LA, Los Angeles, CA",22361
6037242200,"South Los Angeles, Los Angeles, CA",22353
6037207302,"Central LA, Los Angeles, CA",22348
6037234501,"South Los Angeles, Los Angeles, CA",22346
6037229420,"South Los Angeles, Los Angeles, CA",22335
6037601100,"Inglewood, CA",22330
6037541500,"South Los Angeles, Compton, CA",22263
6037276100,"Los Angeles, CA",22246
6037242700,"South Los Angeles, Los Angeles, CA",22212
6037262706,"Pacific Palisades, Los Angeles, CA",22199
6037218900,"Jefferson, Los Angeles, CA",22190
6037533002,"South Los Angeles, Los Angeles, CA",22156
6037542700,"Compton, CA",22131
6037461902,"Pasadena, CA",22110
6037602507,"Hawthorne, CA",22107
6037224010,"Central LA, Los Angeles, CA",22100
6037228720,"South Los Angeles, Los Angeles, CA",22099
6037204420,"Boyle Heights, Los Angeles, CA",22064
6037541400,"South Los Angeles, Compton, CA",22023
6037231220,"South Figueroa Corridor, Los Angeles, CA",22015
6037206032,"Central LA, Los Angeles, CA",22002
6037271200,"Sawtelle, Los Angeles, CA",21965
6037463602,"Pasadena, CA",21956
6037204920,"Boyle Heights, Los Angeles, CA",21948
6037239702,"South Los Angeles, Los Angeles, CA",21922
6037224310,"Central LA, Los Angeles, CA",21876
6037232300,"South Los Angeles, Los Angeles, CA",21866
6037220000,"Jefferson, Los Angeles, CA",21836
6037241201,"South Los Angeles, Los Angeles, CA",21828
6037209104,"Central LA, Los Angeles, CA",21819
6037192002,"Central LA, Los Angeles, CA",21812
6037602600,"Gardena, CA",21811
6037602802,"South Los Angeles, Los Angeles, CA",21810
6037532800,"South Los Angeles, Los Angeles, CA",21786
6037540901,"South Los Angeles, Los Angeles, CA",21785
6037535400,"South Los Angeles, Los Angeles, CA",21763
6037542103,"Compton, CA",21762
6037541605,"Compton, CA",21708
6037141700,"Sherman Oaks, Beverly Hills, CA",21690
6037228900,"Central Alameda, Los Angeles, CA",21667
6037231710,"South Figueroa Corridor, Los Angeles, CA",21646
6037242300,"South Los Angeles, Los Angeles, CA",21643
6037601302,"Inglewood, CA",21634
6037228710,"Central Alameda, Los Angeles, CA",21533
6037540902,"South Los Angeles, Los Angeles, CA",21525
6037234300,"Leimert Park, Los Angeles, CA",21506
6037237600,"South Figueroa Corridor, Los Angeles, CA",21496
6037240401,"South Los Angeles, Los Angeles, CA",21488
6037240500,"South Los Angeles, Los Angeles, CA",21462
6037540800,"South Los Angeles, Los Angeles, CA",21437
6037232400,"South Los Angeles, Los Angeles, CA",21435
6037234502,"South Los Angeles, Los Angeles, CA",21431
6037240020,"South Los Angeles, Los Angeles, CA",21412
6037541300,"Compton, CA",21400
6037703001,"Fox Hills, Culver City, CA",21379
6037601001,"Inglewood, CA",21359
6037600400,"South Los Angeles, Los Angeles, CA",21358
6037600302,"South Los Angeles, Los Angeles, CA",21330
6037272301,"Mar Vista, Los Angeles, CA",21263
6037272202,"Mar Vista, Los Angeles, CA",21248
6037541200,"Compton, CA",21228
6037601303,"Inglewood, CA",21187
6037209103,"Central LA, Los Angeles, CA",21168
6037265303,"Westwood, Los Angeles, CA",21155
6037241002,"South Los Angeles, Los Angeles, CA",21142
6037240300,"South Los Angeles, Los Angeles, CA",21132
6037238310,"South Figueroa Corridor, Los Angeles, CA",21106
6037241110,"South Los Angeles, Los Angeles, CA",21089
6037236100,"Baldwin Village, Los Angeles, CA",21065
6037541100,"Compton, CA",21056
6037236202,"Baldwin Village, Los Angeles, CA",21053
6037239330,"South Los Angeles, Los Angeles, CA",21021
6037270100,"Palms, Los Angeles, CA",20995
6037237900,"South Los Angeles, Los Angeles, CA",20982
6037237710,"South Figueroa Corridor, Los Angeles, CA",20964
6037239801,"South Los Angeles, Los Angeles, CA",20960
6037542800,"Compton, CA",20931
6037600801,"Morningside Park, Inglewood, CA",20921
6037602505,"Hawthorne, CA",20921
6037241400,"Harbor, Los Angeles, CA",20853
6037277400,"Los Angeles, CA",20838
6037240402,"South Los Angeles, Los Angeles, CA",20779
6037237300,"South Los Angeles, Los Angeles, CA",20775
6037240800,"South Los Angeles, Los Angeles, CA",20774
6037239701,"South Los Angeles, Los Angeles, CA",20772
6037239501,"South Los Angeles, Los Angeles, CA",20752
6037240010,"South Los Angeles, Los Angeles, CA",20742
6037209810,"Central LA, Los Angeles, CA",20721
6037600802,"Morningside Park, Inglewood, CA",20691
6037238320,"South Figueroa Corridor, Los Angeles, CA",20673
6037600704,"Morningside Park, Inglewood, CA",20658
6037273300,"Venice, Los Angeles, CA",20653
6037235201,"Park Mesa Heights, Los Angeles, CA",20582
6037541603,"Compton, CA",20568
6037214000,"Central LA, Los Angeles, CA",20566
6037240600,"South Los Angeles, Los Angeles, CA",20427
6037462002,"North Central, Pasadena, CA",20355
6037291110,"Harbor, Los Angeles, CA",20340
6037209200,"Central LA, Los Angeles, CA",20272
6037241001,"South Los Angeles, Los Angeles, CA",20268
6037237500,"South Figueroa Corridor, Los Angeles, CA",20255
6037236203,"Crenshaw, Los Angeles, CA",20167
6037240700,"South Los Angeles, Los Angeles, CA",20057
6037602700,"Hawthorne, CA",19992
6037234700,"Park Mesa Heights, Los Angeles, CA",19983
6037600100,"South Los Angeles, Los Angeles, CA",19957
6037242600,"South Los Angeles, Los Angeles, CA",19895
6037242000,"South Los Angeles, Los Angeles, CA",19879
6037234200,"Leimert Park, Los Angeles, CA",19878
6037234901,"Park Mesa Heights, Los Angeles, CA",19875
6037232200,"South Los Angeles, Los Angeles, CA",19852
6037540600,"South Los Angeles, Los Angeles, CA",19830
6037600702,"Morningside Park, Inglewood, CA",19749
6037602506,"Hawthorne, CA",19498
6037600303,"South Los Angeles, Los Angeles, CA",19492
6037238200,"South Los Angeles, Los Angeles, CA",19489
6037243100,"South Los Angeles, Los Angeles, CA",19439
6037235202,"Park Mesa Heights, Los Angeles, CA",19397
6037206031,"Arts District, Los Angeles, CA",19340
6037226001,"South Los Angeles, Los Angeles, CA",19339
6037540700,"South Los Angeles, Los Angeles, CA",19336
6037238000,"South Los Angeles, Los Angeles, CA",19301
6037237201,"South Los Angeles, Los Angeles, CA",19210
6037236400,"Baldwin Hills, Los Angeles, CA",19192
6037600602,"Inglewood, CA",18837
6037600601,"Inglewood, CA",18610
6037238100,"South Los Angeles, Los Angeles, CA",18589
6037265305,"Westwood, Los Angeles, CA",18421
6037600202,"South Los Angeles, Los Angeles, CA",18374
6037242100,"South Los Angeles, Los Angeles, CA",18048
6037241202,"South Los Angeles, Los Angeles, CA",17887
6037234902,"Park Mesa Heights, Los Angeles, CA",17864
6037273502,"Venice, Los Angeles, CA",17565
6037206300,"Central LA, Los Angeles, CA",17166
6037236204,"Baldwin Village, Los Angeles, CA",17010
6037207710,"Central LA, Los Angeles, CA",16149
6037462600,"Pasadena, CA",15844
6037207502,"Downtown, Los Angeles, CA",13626
6037463800,"Northeast Los Angeles, Pasadena, CA",13116
6037980030,"El Segundo, CA",
6037265301,"Westwood, Los Angeles, CA",
6037980013,"El Segundo, CA",
6037207400,"Central LA, Los Angeles, CA",
6037551600,"Downey, CA",
6037206020,"Central LA, Los Angeles, CA",
6037980028,"Los Angeles, CA",
6037265304,"Westwood, Los Angeles, CA",
6037222700,"South Los Angeles, Los Angeles, CA",
6037980024,"Encino, Los Angeles, CA",
6037320000,"North Hollywood, Universal City, CA",
6037980009,"Los Angeles, CA",
